,date,home_team,score,away_team
319,07-10-2022,Gaziantep BBK,1 - 1,Adana Demirspor
320,15-10-2022,Konyaspor,0 - 1,Gaziantep BBK
321,29-10-2022,Alanyaspor,2 - 0,Gaziantep BBK
322,06-11-2022,Gaziantep BBK,1 - 2,Kayserispor
323,13-11-2022,Fatih Karagümrük,3 - 3,Gaziantep BBK
324,25-12-2022,Gaziantep BBK,1 - 1,Besiktas
325,29-12-2022,Giresunspor,2 - 1,Gaziantep BBK
326,05-01-2023,Gaziantep BBK,1 - 1,Buyuksehyr
327,09-01-2023,İstanbulspor,1 - 1,Gaziantep BBK
328,15-01-2023,Gaziantep BBK,1 - 2,Fenerbahce
329,22-01-2023,Gaziantep BBK,1 - 2,Sivasspor
330,28-01-2023,Ankaragucu,0 - 2,Gaziantep BBK
331,01-02-2023,Gaziantep BBK,4 - 1,Hatayspor
332,04-02-2023,Antalyaspor,1 - 0,Gaziantep BBK
333,03-06-2023,Gaziantep BBK,0 - 3,İstanbulspor
334,07-06-2023,Fenerbahce,3 - 0,Gaziantep BBK
335,07-08-2022,Giresunspor,2 - 3,Adana Demirspor
336,13-08-2022,Galatasaray,0 - 1,Giresunspor
337,20-08-2022,Giresunspor,1 - 0,Kasimpasa
338,28-08-2022,Kayserispor,3 - 0,Giresunspor
339,03-09-2022,Giresunspor,0 - 1,Konyaspor
340,10-09-2022,Fatih Karagümrük,1 - 1,Giresunspor
341,02-10-2022,Alanyaspor,1 - 1,Giresunspor
342,08-10-2022,Giresunspor,0 - 1,Besiktas
343,17-10-2022,Sivasspor,3 - 0,Giresunspor
344,24-10-2022,Giresunspor,1 - 1,Ankaragucu
345,31-10-2022,Buyuksehyr,3 - 1,Giresunspor
346,05-11-2022,Giresunspor,3 - 2,İstanbulspor
347,12-11-2022,Fenerbahce,1 - 2,Giresunspor
348,24-12-2022,Hatayspor,1 - 1,Giresunspor
349,29-12-2022,Giresunspor,2 - 1,Gaziantep BBK
350,05-01-2023,Trabzonspor,3 - 0,Giresunspor
351,08-01-2023,Giresunspor,0 - 1,Ümraniyespor
352,14-01-2023,Antalyaspor,2 - 2,Giresunspor
353,20-01-2023,Adana Demirspor,1 - 1,Giresunspor
354,28-01-2023,Giresunspor,0 - 4,Galatasaray
355,01-02-2023,Kasimpasa,5 - 1,Giresunspor
356,25-02-2023,Giresunspor,1 - 2,Kayserispor
357,05-03-2023,Konyaspor,0 - 0,Giresunspor
358,10-03-2023,Giresunspor,2 - 2,Fatih Karagümrük
359,02-04-2023,Giresunspor,2 - 2,Alanyaspor
360,09-04-2023,Besiktas,3 - 1,Giresunspor
361,16-04-2023,Giresunspor,1 - 0,Sivasspor
362,20-04-2023,Ankaragucu,3 - 1,Giresunspor
363,24-04-2023,Giresunspor,2 - 4,Buyuksehyr
364,01-05-2023,İstanbulspor,1 - 0,Giresunspor
365,07-05-2023,Giresunspor,1 - 1,Fenerbahce
366,30-05-2023,Giresunspor,2 - 4,Trabzonspor
367,03-06-2023,Ümraniyespor,0 - 1,Giresunspor
368,07-06-2023,Giresunspor,2 - 0,Antalyaspor
369,12-08-2022,Trabzonspor,1 - 0,Hatayspor
370,20-08-2022,Hatayspor,1 - 2,Gaziantep BBK
371,28-08-2022,Kasimpasa,1 - 0,Hatayspor
372,04-09-2022,Hatayspor,1 - 1,Adana Demirspor
373,10-09-2022,Konyaspor,1 - 0,Hatayspor
374,16-09-2022,Hatayspor,0 - 4,Kayserispor
375,02-10-2022,Sivasspor,1 - 2,Hatayspor
376,09-10-2022,Hatayspor,1 - 0,Alanyaspor
377,15-10-2022,Fatih Karagümrük,3 - 0,Hatayspor
378,24-10-2022,Hatayspor,2 - 1,Besiktas
379,30-10-2022,Ankaragucu,4 - 1,Hatayspor
380,07-11-2022,Hatayspor,3 - 3,Buyuksehyr
381,13-11-2022,İstanbulspor,0 - 1,Hatayspor
382,24-12-2022,Hatayspor,1 - 1,Giresunspor
383,27-12-2022,Fenerbahce,4 - 0,Hatayspor
384,03-01-2023,Ümraniyespor,2 - 2,Hatayspor
385,07-01-2023,Hatayspor,0 - 0,Antalyaspor
386,13-01-2023,Galatasaray,4 - 0,Hatayspor
387,28-01-2023,Hatayspor,2 - 1,Trabzonspor
388,01-02-2023,Gaziantep BBK,4 - 1,Hatayspor
389,05-02-2023,Hatayspor,1 - 0,Kasimpasa
390,03-06-2023,Antalyaspor,3 - 0,Hatayspor
391,07-06-2023,Hatayspor,0 - 3,Galatasaray
392,08-08-2022,Buyuksehyr,4 - 0,Kasimpasa
393,15-08-2022,Kasimpasa,0 - 6,Fenerbahce
394,20-08-2022,Giresunspor,1 - 0,Kasimpasa
395,28-08-2022,Kasimpasa,1 - 0,Hatayspor
396,04-09-2022,Antalyaspor,0 - 2,Kasimpasa
397,11-09-2022,Kasimpasa,2 - 3,Galatasaray
398,17-09-2022,Ümraniyespor,1 - 2,Kasimpasa
399,01-10-2022,Kasimpasa,1 - 0,Gaziantep BBK
400,10-10-2022,Trabzonspor,0 - 0,Kasimpasa
401,15-10-2022,Kasimpasa,1 - 4,Adana Demirspor
402,23-10-2022,Kasimpasa,0 - 1,Kayserispor
403,29-10-2022,Konyaspor,1 - 1,Kasimpasa
404,04-11-2022,Kasimpasa,1 - 1,Ankaragucu
405,24-12-2022,Kasimpasa,1 - 2,Sivasspor
406,28-12-2022,İstanbulspor,2 - 1,Kasimpasa
407,04-01-2023,Kasimpasa,4 - 1,Alanyaspor
408,07-01-2023,Besiktas,2 - 1,Kasimpasa
409,15-01-2023,Kasimpasa,2 - 2,Fatih Karagümrük
410,21-01-2023,Kasimpasa,1 - 3,Buyuksehyr
411,29-01-2023,Fenerbahce,5 - 1,Kasimpasa
412,01-02-2023,Kasimpasa,5 - 1,Giresunspor
413,05-02-2023,Hatayspor,1 - 0,Kasimpasa
414,06-03-2023,Kasimpasa,3 - 1,Antalyaspor
415,11-03-2023,Galatasaray,1 - 0,Kasimpasa
416,18-03-2023,Kasimpasa,1 - 1,Ümraniyespor
417,08-04-2023,Kasimpasa,2 - 0,Trabzonspor
418,15-04-2023,Adana Demirspor,5 - 0,Kasimpasa
419,19-04-2023,Kayserispor,0 - 0,Kasimpasa
420,23-04-2023,Kasimpasa,1 - 2,Konyaspor
421,29-04-2023,Ankaragucu,0 - 0,Kasimpasa
422,16-05-2023,Sivasspor,1 - 2,Kasimpasa
423,20-05-2023,Kasimpasa,1 - 0,İstanbulspor
424,30-05-2023,Alanyaspor,1 - 3,Kasimpasa
425,03-06-2023,Kasimpasa,2 - 5,Besiktas
426,06-06-2023,Fatih Karagümrük,3 - 0,Kasimpasa
427,06-08-2022,Besiktas,1 - 0,Kayserispor
428,13-08-2022,Kayserispor,1 - 0,İstanbulspor
429,21-08-2022,Buyuksehyr,2 - 0,Kayserispor
430,28-08-2022,Kayserispor,3 - 0,Giresunspor
431,03-09-2022,Fenerbahce,2 - 0,Kayserispor
432,11-09-2022,Kayserispor,1 - 0,Antalyaspor
