,date,home_team,score,away_team
369,30-07-2022,Oostende,2 - 1,Mechelen
370,06-08-2022,Charleroi,1 - 3,Oostende
371,12-08-2022,Oostende,1 - 3,Gent
372,20-08-2022,Oostende,0 - 1,Sint-Truidense
373,27-08-2022,Oud-Heverlee Leuven,2 - 1,Oostende
374,03-09-2022,Standard,1 - 0,Oostende
375,10-09-2022,Oostende,1 - 0,Eupen
376,17-09-2022,Cercle Brugge,2 - 2,Oostende
377,01-10-2022,Oostende,1 - 2,Genk
378,08-10-2022,Seraing United,1 - 1,Oostende
379,16-10-2022,Oostende,1 - 6,Union St. Gilloise
380,20-10-2022,Royal Antwerp,3 - 0,Oostende
381,23-10-2022,Oostende,2 - 1,Zulte-Waregem
382,29-10-2022,Club Brugge,4 - 2,Oostende
383,06-11-2022,Oostende,3 - 1,Kortrijk
384,12-11-2022,KVC Westerlo,6 - 0,Oostende
385,26-12-2022,Union St. Gilloise,3 - 0,Oostende
386,07-01-2023,Oostende,1 - 2,Seraing United
387,14-01-2023,Mechelen,2 - 1,Oostende
388,18-01-2023,Oostende,0 - 3,Royal Antwerp
389,21-01-2023,Oostende,1 - 2,Cercle Brugge
390,28-01-2023,Kortrijk,2 - 2,Oostende
391,03-02-2023,Oostende,0 - 2,Anderlecht
392,12-02-2023,Zulte-Waregem,1 - 1,Oostende
393,18-02-2023,Oostende,0 - 0,Charleroi
394,25-02-2023,Genk,3 - 0,Oostende
395,03-03-2023,Oostende,3 - 0,Club Brugge
396,11-03-2023,Eupen,4 - 4,Oostende
397,18-03-2023,Oostende,1 - 2,KVC Westerlo
398,01-04-2023,Oostende,1 - 3,Standard
399,09-04-2023,Sint-Truidense,5 - 0,Oostende
400,15-04-2023,Oostende,0 - 4,Oud-Heverlee Leuven
401,23-04-2023,Gent,1 - 2,Oostende
402,23-07-2022,Kortrijk,0 - 2,Oud-Heverlee Leuven
403,30-07-2022,Oud-Heverlee Leuven,2 - 0,KVC Westerlo
404,07-08-2022,Royal Antwerp,4 - 2,Oud-Heverlee Leuven
405,14-08-2022,Oud-Heverlee Leuven,0 - 3,Club Brugge
406,21-08-2022,Standard,1 - 3,Oud-Heverlee Leuven
407,27-08-2022,Oud-Heverlee Leuven,2 - 1,Oostende
408,04-09-2022,Anderlecht,2 - 2,Oud-Heverlee Leuven
409,10-09-2022,Oud-Heverlee Leuven,3 - 2,Charleroi
410,17-09-2022,Mechelen,0 - 0,Oud-Heverlee Leuven
411,01-10-2022,Oud-Heverlee Leuven,0 - 3,Union St. Gilloise
412,08-10-2022,Zulte-Waregem,2 - 5,Oud-Heverlee Leuven
413,15-10-2022,Oud-Heverlee Leuven,0 - 1,Genk
414,18-10-2022,Eupen,4 - 2,Oud-Heverlee Leuven
415,22-10-2022,Sint-Truidense,0 - 0,Oud-Heverlee Leuven
416,30-10-2022,Oud-Heverlee Leuven,1 - 1,Gent
417,05-11-2022,Cercle Brugge,2 - 1,Oud-Heverlee Leuven
418,11-11-2022,Oud-Heverlee Leuven,5 - 0,Seraing United
419,26-12-2022,Club Brugge,1 - 1,Oud-Heverlee Leuven
420,08-01-2023,Oud-Heverlee Leuven,2 - 3,Kortrijk
421,13-01-2023,KVC Westerlo,1 - 2,Oud-Heverlee Leuven
422,17-01-2023,Oud-Heverlee Leuven,1 - 1,Eupen
423,21-01-2023,Union St. Gilloise,1 - 0,Oud-Heverlee Leuven
424,28-01-2023,Oud-Heverlee Leuven,1 - 1,Sint-Truidense
425,04-02-2023,Seraing United,2 - 1,Oud-Heverlee Leuven
426,10-02-2023,Oud-Heverlee Leuven,0 - 0,Cercle Brugge
427,19-02-2023,Gent,2 - 0,Oud-Heverlee Leuven
428,26-02-2023,Oud-Heverlee Leuven,1 - 1,Royal Antwerp
429,04-03-2023,Oud-Heverlee Leuven,4 - 2,Zulte-Waregem
430,10-03-2023,Charleroi,0 - 1,Oud-Heverlee Leuven
431,19-03-2023,Oud-Heverlee Leuven,0 - 2,Anderlecht
432,02-04-2023,Genk,2 - 1,Oud-Heverlee Leuven
433,08-04-2023,Oud-Heverlee Leuven,4 - 1,Mechelen
434,15-04-2023,Oostende,0 - 4,Oud-Heverlee Leuven
435,23-04-2023,Oud-Heverlee Leuven,3 - 2,Standard
436,24-07-2022,Mechelen,0 - 2,Royal Antwerp
437,31-07-2022,Royal Antwerp,1 - 0,Zulte-Waregem
438,07-08-2022,Royal Antwerp,4 - 2,Oud-Heverlee Leuven
439,14-08-2022,Eupen,0 - 1,Royal Antwerp
440,28-08-2022,Gent,1 - 2,Royal Antwerp
441,31-08-2022,Royal Antwerp,4 - 2,Union St. Gilloise
442,04-09-2022,Royal Antwerp,3 - 0,KVC Westerlo
443,11-09-2022,Cercle Brugge,0 - 2,Royal Antwerp
444,16-09-2022,Royal Antwerp,2 - 1,Seraing United
445,02-10-2022,Kortrijk,2 - 1,Royal Antwerp
446,07-10-2022,Royal Antwerp,2 - 0,Sint-Truidense
447,16-10-2022,Standard,3 - 0,Royal Antwerp
448,20-10-2022,Royal Antwerp,3 - 0,Oostende
449,23-10-2022,Royal Antwerp,1 - 3,Genk
450,30-10-2022,Charleroi,1 - 0,Royal Antwerp
451,06-11-2022,Royal Antwerp,0 - 0,Anderlecht
452,13-11-2022,Club Brugge,2 - 2,Royal Antwerp
453,27-12-2022,KVC Westerlo,3 - 3,Royal Antwerp
454,07-01-2023,Royal Antwerp,2 - 0,Gent
455,15-01-2023,Union St. Gilloise,2 - 0,Royal Antwerp
456,18-01-2023,Oostende,0 - 3,Royal Antwerp
457,22-01-2023,Royal Antwerp,4 - 1,Standard
458,29-01-2023,Anderlecht,0 - 0,Royal Antwerp
459,05-02-2023,Royal Antwerp,0 - 0,Club Brugge
460,12-02-2023,Genk,0 - 1,Royal Antwerp
461,18-02-2023,Royal Antwerp,2 - 0,Eupen
462,26-02-2023,Oud-Heverlee Leuven,1 - 1,Royal Antwerp
463,05-03-2023,Royal Antwerp,5 - 0,Mechelen
464,11-03-2023,Seraing United,0 - 2,Royal Antwerp
465,19-03-2023,Royal Antwerp,0 - 1,Charleroi
466,31-03-2023,Zulte-Waregem,0 - 2,Royal Antwerp
467,09-04-2023,Royal Antwerp,2 - 1,Cercle Brugge
468,16-04-2023,Royal Antwerp,1 - 0,Kortrijk
469,23-04-2023,Sint-Truidense,0 - 1,Royal Antwerp
470,03-05-2023,Union St. Gilloise,0 - 2,Royal Antwerp
471,07-05-2023,Royal Antwerp,2 - 1,Genk
472,14-05-2023,Royal Antwerp,3 - 2,Club Brugge
473,21-05-2023,Club Brugge,2 - 0,Royal Antwerp
474,28-05-2023,Royal Antwerp,1 - 1,Union St. Gilloise
