,date,home_team,score,away_team
292,19-03-2023,Lazio,1 - 0,Roma
293,02-04-2023,Monza,0 - 2,Lazio
294,08-04-2023,Lazio,2 - 1,Juventus
295,14-04-2023,Spezia,0 - 3,Lazio
296,22-04-2023,Lazio,0 - 1,Torino
297,30-04-2023,Inter,3 - 1,Lazio
298,03-05-2023,Lazio,2 - 0,Sassuolo
299,06-05-2023,Milan,2 - 0,Lazio
300,12-05-2023,Lazio,2 - 2,Lecce
301,21-05-2023,Udinese,0 - 1,Lazio
302,28-05-2023,Lazio,3 - 2,Cremonese
303,03-06-2023,Empoli,0 - 2,Lazio
304,13-08-2022,Lecce,1 - 2,Inter
305,20-08-2022,Sassuolo,1 - 0,Lecce
306,28-08-2022,Lecce,1 - 1,Empoli
307,31-08-2022,Napoli,1 - 1,Lecce
308,05-09-2022,Torino,1 - 0,Lecce
309,11-09-2022,Lecce,1 - 1,Monza
310,16-09-2022,Salernitana,1 - 2,Lecce
311,02-10-2022,Lecce,1 - 1,Cremonese
312,09-10-2022,Roma,2 - 1,Lecce
313,17-10-2022,Lecce,1 - 1,Fiorentina
314,23-10-2022,Bologna,2 - 0,Lecce
315,29-10-2022,Lecce,0 - 1,Juventus
316,04-11-2022,Udinese,1 - 1,Lecce
317,09-11-2022,Lecce,2 - 1,Atalanta
318,12-11-2022,Sampdoria,0 - 2,Lecce
319,04-01-2023,Lecce,2 - 1,Lazio
320,08-01-2023,Spezia,0 - 0,Lecce
321,14-01-2023,Lecce,2 - 2,Milan
322,21-01-2023,Verona,2 - 0,Lecce
323,27-01-2023,Lecce,1 - 2,Salernitana
324,04-02-2023,Cremonese,0 - 2,Lecce
325,11-02-2023,Lecce,1 - 1,Roma
326,19-02-2023,Atalanta,1 - 2,Lecce
327,25-02-2023,Lecce,0 - 1,Sassuolo
328,05-03-2023,Inter,2 - 0,Lecce
329,12-03-2023,Lecce,0 - 2,Torino
330,19-03-2023,Fiorentina,1 - 0,Lecce
331,03-04-2023,Empoli,1 - 0,Lecce
332,07-04-2023,Lecce,1 - 2,Napoli
333,16-04-2023,Lecce,1 - 1,Sampdoria
334,23-04-2023,Milan,2 - 0,Lecce
335,28-04-2023,Lecce,1 - 0,Udinese
336,03-05-2023,Juventus,2 - 1,Lecce
337,07-05-2023,Lecce,0 - 1,Verona
338,12-05-2023,Lazio,2 - 2,Lecce
339,21-05-2023,Lecce,0 - 0,Spezia
340,28-05-2023,Monza,0 - 1,Lecce
341,04-06-2023,Lecce,2 - 3,Bologna
342,13-08-2022,Milan,4 - 2,Udinese
343,21-08-2022,Atalanta,1 - 1,Milan
344,27-08-2022,Milan,2 - 0,Bologna
345,30-08-2022,Sassuolo,0 - 0,Milan
346,03-09-2022,Milan,3 - 2,Inter
